Date,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1973,,,,,1247903187,,,1.87E+11,,,,3.62E+11,1.71E+11,,942845613.8,2.23E+11,1842134622,1602315070,22189972024,,,4502084993,,,194302565.3,2472047260,7527030174,6.36E+11,,,,901811720.8,1122208826,5.71E+11,,3.39E+11,,45808868608,2.24E+11,11954561755,6787750116,24507442349,2819059596,75223883711,,,8629682930,28231756940,23077110112,,,,,1.73E+12,,,1.68E+11,10564053096,45952286030,4.86E+11,2.42E+12,3.50E+12,,9.81E+12,19205698245,27969997996,5.83E+12,,5.60E+11,,,7.80E+12,,99719000501,1473556237,1.22E+12,,,5738213230,1.14E+12,11548597814,9925399832,,,377742873.7,358640678.2,,1.51E+11,,931432567.6,12726980041,,1386067247,1.77E+13,30577576161,4221662800,1.57E+11,,4684824421,,4.40E+12,4.82E+12,4.22E+11,2.05E+11,1.10E+11,2.16E+11,,2.30E+11,,43490817890,2.84E+11,16595465246,4345980527,54564953717,1.08E+12,9838391768,,2.39E+12,,10245126984,,,162140879.5,,79526599375,,1.60E+12,,,,,,1.73E+12,,,,9599876388,9.12E+11,4.63E+12,476757597.6,2.27E+12,,14255570084,,,,18361548509,2361747596,,5609249986,,8.71E+11,3.45E+11,,4.52E+12,,2294619943,1280430863,4728820233,4.72E+11,,,,,1434755170,,1741612172,27830087065,6.04E+12,,,2272156405,1.18E+11,5848738964,3.64E+11,1.45E+11,3482266078,,66353658039,1.77E+13,6354639272,,29760523038,6303184093,51894851263,54497516253,,5302986988,,2.85E+11,34964458330,,97392203544,5160755079,,,1.71E+13,,,,,1323195344,2.97E+11,2.38E+11,10695952952,5288012446,19836433925,,1396435536,10842545122,,,,4.60E+11,,4.60E+11,,,2060636756,,,2.28E+11,691075109.4,,252820811.5,,,2093183556,4.85E+11,,1396619571,41321771650,,,1.66E+12,,4.69E+11,,2.97E+11,4.60E+11,5882170645,8208122677,1.72E+11,,,,,3.62E+12,15726632116,5.47E+12,,190595803.4,1.83E+11,,,,,2.25E+13,,,,1.53E+11,7139196786,8357400779
1974,,,,,1318020243,,,1.97E+11,,,,3.77E+11,1.78E+11,,935992638.9,2.33E+11,1903649247,1735089730,24318424444,,,3747795360,,,220649964.4,2493731885,7748292331,6.94E+11,2730280860,7076283755,,981151269.3,1193346021,5.90E+11,,3.44E+11,,46900104265,2.30E+11,12471881172,7516365015,25274668878,3041357127,79546065418,,,9108190218,27267156865,23304302373,,,,,1.75E+12,,,1.66E+11,11198097306,49396372051,5.07E+11,2.57E+12,3.52E+12,,1.00E+13,21358370782,28406033084,6.01E+12,,5.91E+11,,,7.97E+12,,1.03E+11,1511885644,1.27E+12,,,8004066950,1.11E+12,12565832194,10605539526,,,399949597.6,374991971.2,,1.41E+11,,984582475.7,13538328825,,1492833789,1.79E+13,31316106427,4169835906,1.66E+11,,4955602079,,4.65E+12,5.11E+12,4.55E+11,2.24E+11,1.18E+11,2.30E+11,,2.32E+11,,45343626537,3.03E+11,19269553453,4593974872,58098668143,1.13E+12,9422300472,,2.36E+12,,10661654644,,,235595162.7,,87050510310,,1.71E+12,,,,,,1.84E+12,,,,9969071394,9.60E+11,4.91E+12,529106005.9,2.42E+12,,14856081313,,,,19389069935,2467426615,,5721820868,,9.57E+11,3.64E+11,,4.79E+12,,2259539195,1408940077,4981451576,5.04E+11,,,,,1609258861,,1866589628,30145177934,6.03E+12,,,2471543538,1.32E+11,6678816860,3.77E+11,1.51E+11,3702818547,,70330524732,1.79E+13,7085346944,,30814102608,6457506182,56766135283,56436600597,,5441423192,,3.10E+11,35984503917,,98505260451,5593305079,,,1.73E+13,,,,,1341850064,3.04E+11,2.76E+11,11920135694,5510149979,21049864466,,1445308383,11421103449,,,,4.96E+11,,4.96E+11,,,2068879303,,,2.36E+11,730766917.8,,256114686.6,,,2197044238,5.06E+11,,1464116088,43167306675,,,1.76E+12,,5.01E+11,,3.04E+11,4.96E+11,6106140410,8870910717,1.82E+11,,,,,3.85E+12,16181972310,5.44E+12,,173784126.1,1.87E+11,,,,,2.30E+13,,,,1.62E+11,7598115674,8911091419
1975,,,,,1325166624,5.70E+11,56806673982,1.97E+11,,,,3.82E+11,1.77E+11,,942525120.9,2.28E+11,1810459040,1787114364,23324235189,,,3193004479,,,228577530.2,2587698594,8314771357,7.30E+11,2678405523,7101437330,,1064021762,1198178919,5.98E+11,,3.19E+11,,40844315409,2.50E+11,13501171353,8361584679,24015578137,3276502598,81394123587,,,9299468683,26887725958,25512717358,,,3693173453,,1.73E+12,,,1.63E+11,11779642870,51888587766,5.39E+11,2.63E+12,3.64E+12,,9.96E+12,23701844117,30945290182,5.97E+12,,5.95E+11,,,7.91E+12,,1.05E+11,1519901831,1.26E+12,,,9540056595,1.09E+12,13493309395,9287098197,,,449517067.4,404412282.5,,1.50E+11,,990945242.8,13802324995,,1619471201,1.79E+13,31470133710,4258681839,1.70E+11,,5011241324,,4.85E+12,5.31E+12,4.50E+11,2.18E+11,1.24E+11,2.31E+11,,2.54E+11,,47908554776,2.95E+11,21676448411,4623659074,59982703099,1.11E+12,9398170690,3478758657,2.44E+12,,10755712100,,,248186357.4,,93895737336,,1.79E+12,,,,,,1.90E+12,,,,10579799952,1.00E+12,5.11E+12,457605278.7,2.53E+12,,13879833147,,,,20854538799,2443427498,,5793840948,,9.34E+11,3.85E+11,,4.99E+12,,2522211736,1684529895,5188316773,5.06E+11,,,,,1526633485,,1980205649,30386661336,6.03E+12,,,2402508547,1.25E+11,6668581781,3.77E+11,1.59E+11,3756749014,,69112623082,1.79E+13,8816545384,,32111812542,6569926163,59207569086,59577169661,,5393544971,,3.09E+11,35748961090,,94222615151,5976583217,,,1.73E+13,,,,,1313485696,3.26E+11,2.52E+11,13793202217,5925376290,21888095071,,1469433709,11755003051,,,,4.96E+11,,4.96E+11,,,2126807923,,,2.42E+11,832405226.1,,264252487.6,,,2395003797,5.38E+11,,1499848444,45312896743,,,1.83E+12,,5.03E+11,,3.26E+11,4.96E+11,6196387051,9505721951,1.95E+11,,,,,4.01E+12,17168573296,5.43E+12,,160561396.9,1.92E+11,,,,,2.31E+13,,,,1.65E+11,7425689437,8738998351
1976,,,,,1368947307,6.60E+11,66195031477,1.93E+11,,,,3.92E+11,1.85E+11,,1017386696,2.41E+11,1826469950,1939642698,24644704391,,,3358567667,,,228499766,2819001261,8698462092,8.01E+11,2795189656,8532760029,,1177312167,1263270216,6.33E+11,,3.15E+11,,42409708110,2.46E+11,15245036304,7902104029,22740590594,3306524758,85242737875,,,9812572857,27180461474,26897537569,,,4441642776,,1.82E+12,,,1.73E+11,12572191689,56240357264,5.58E+11,2.83E+12,3.79E+12,,1.04E+13,25455113995,35054728616,6.27E+12,,6.14E+11,,,8.27E+12,,1.05E+11,1561488826,1.31E+12,,,12938733999,1.12E+12,14316072603,8959246653,,,482562081.7,424404222.9,,1.61E+11,,1049997736,14821939404,,1644361068,1.88E+13,36557037472,4705872947,1.77E+11,,5434131732,,5.18E+12,5.66E+12,4.76E+11,2.33E+11,1.33E+11,2.42E+11,,2.58E+11,,48576787086,3.46E+11,25399400712,4899199910,60176149228,1.19E+12,8769034109,4324430003,2.53E+12,,10987386320,,,181751256.2,,1.06E+11,,1.90E+12,,,,,,2.02E+12,,,,10932647568,1.06E+12,5.45E+12,508166677,2.71E+12,,14231594161,,,,23109494480,2551222449,,5616036174,,1.08E+12,4.02E+11,,5.33E+12,,2865823702,1971187856,5503786990,5.85E+11,,,,,1657101185,2180096680,2079171006,33900419813,6.35E+12,,,2418802441,1.36E+11,7015978514,3.93E+11,1.68E+11,3921990979,,69754549567,1.88E+13,10627474642,,33767558478,6679280045,60064368328,64823910896,,5210787471,,3.32E+11,37980800124,,1.01E+11,6426377853,,,1.81E+13,,,,,1569675527,3.34E+11,2.96E+11,16091869675,6453949702,23516027513,,1462833360,12348543739,,,,5.22E+11,,5.22E+11,,,2313967020,,,2.44E+11,814762915.4,,307266576.6,,,2466393238,5.57E+11,,1469078714,49539145018,,,1.94E+12,,5.81E+11,,3.34E+11,5.22E+11,6593274650,10254473662,2.16E+11,,,,,4.29E+12,17844237377,5.72E+12,,177222564.6,2.07E+11,,,,,2.43E+13,,,,1.69E+11,7887639741,8779620615
1977,,,,,1407805911,7.15E+11,80386802832,2.06E+11,,,323050296.8,4.06E+11,1.95E+11,,1134075385,2.43E+11,1917495070,1946826234,25303471152,,,3666042160,,,243344468.7,2985250054,9130881401,8.38E+11,2896996215,9464255592,,1318731377,1311353248,6.55E+11,,3.22E+11,,46839269115,2.64E+11,16360128257,8987842970,22913599552,3010477445,88787561780,,,10686330898,28245253605,29240179372,,,5168384409,,1.88E+12,,192329539.8,1.76E+11,13198511117,59197804811,6.01E+11,2.93E+12,3.98E+12,,1.07E+13,25863628384,38210721351,6.46E+12,,6.32E+11,,,8.51E+12,,1.05E+11,1653679311,1.36E+12,,,11310770691,1.15E+12,15303387731,9162989530,,,499160171.5,393974143.2,,1.66E+11,265671122.4,1142631847,15979417362,,1600971647,1.95E+13,40843568277,5194525575,1.84E+11,,5635637295,,5.40E+12,5.90E+12,4.97E+11,2.45E+11,1.44E+11,2.50E+11,,2.76E+11,,52565573026,3.32E+11,25881979812,5331420910,60799152411,1.22E+12,8541254178,4605948073,2.64E+12,,12026111612,,,173367744,188995168.8,1.19E+11,,1.99E+12,,,,,381239742.5,2.12E+12,,,,11490277126,1.13E+12,5.68E+12,618992925.3,2.88E+12,,14454998350,,,,24509737500,2641873406,,5748799290,,1.11E+12,4.16E+11,,5.55E+12,,3047764738,2211360732,5831388166,5.78E+11,,,,,1625970987,2322841105,2181425288,36528739153,6.64E+12,,,2606612319,1.44E+11,7603109310,4.03E+11,1.75E+11,4040316405,,67008774817,1.94E+13,10734516515,,35100599805,6752353098,60274031234,68455382412,,5254287938,,3.48E+11,40240916849,,1.06E+11,7165030968,,,1.88E+13,,,,,1600976575,3.55E+11,3.17E+11,17093404114,6280796343,25127408052,,1463516150,13185782627,,,,5.34E+11,,5.34E+11,,,2549991656,,,2.40E+11,822988704,,288246078.6,,,2521507874,6.00E+11,,1571313156,54415512545,,,2.04E+12,,5.75E+11,,3.55E+11,5.34E+11,7194699343,10604263588,2.23E+11,,,,,4.45E+12,18103953325,5.98E+12,,200668066.2,2.20E+11,,,,,2.53E+13,,,,1.68E+11,7527629234,8177276903
1978,,,,,1428402114,7.10E+11,79108971545,1.97E+11,,,337211619.8,4.10E+11,1.94E+11,,1123408545,2.50E+11,1941561129,2036532580,27093397642,,,4185869346,,,262619314.9,3028619304,9318310508,8.65E+11,3038280962,10105537880,,1507742529,1327210596,6.79E+11,,3.24E+11,,50446409757,2.94E+11,18144928866,10965438501,21688800856,3201936194,96307780220,,,11356116652,29896026938,31168861185,,,5570350512,,1.94E+12,,212592891.2,1.80E+11,13481049622,64652785263,6.54E+11,2.96E+12,4.20E+12,,1.10E+13,27339620381,41507835712,6.66E+12,,6.41E+11,,,8.78E+12,,1.08E+11,1684493995,1.41E+12,,,8590620140,1.20E+12,16440295947,9939638622,,,530689355.8,445687360.1,,1.78E+11,279861685.4,1211380774,16777859283,,1572055077,2.03E+13,44217524308,5504441973,1.88E+11,,5985546324,,5.57E+12,6.07E+12,4.99E+11,2.42E+11,1.54E+11,2.56E+11,,2.92E+11,,56343318029,2.86E+11,30296659550,5652197290,64176598355,1.26E+12,8536667498,5573386851,2.78E+12,,12857415801,,,175204737.1,196382003.7,1.32E+11,,2.06E+12,,,,,420552958.7,2.20E+12,,,,12139918649,1.17E+12,5.85E+12,732373085,3.04E+12,,15044035450,,,,25056957436,2746321226,,5595777407,,1.06E+12,4.53E+11,,5.71E+12,,3003161422,2458174201,6211467377,5.42E+11,,,,,1617764486,2411824644,2394006666,38959322083,7.00E+12,,,2957791092,1.36E+11,7007116749,4.14E+11,1.82E+11,4218322297,,67221321814,2.03E+13,10338033810,,37925683381,7413586993,58681288164,71995965495,,5703522166,,3.47E+11,43030395566,,1.09E+11,8026893194,,,1.96E+13,,,,,1747479393,3.77E+11,3.01E+11,16079596586,6032457973,27081659491,,1498733210,13887630960,,,,5.32E+11,,5.33E+11,,,2718291106,,,2.44E+11,833910823.5,,349215002.9,,,2509666011,6.53E+11,,1744871521,60017995792,,,2.11E+12,,5.38E+11,,3.77E+11,5.33E+11,7915355000,11287228378,2.26E+11,,,,,4.56E+12,19076857124,6.31E+12,,220287475.8,2.25E+11,,,,,2.62E+13,,,,1.73E+11,7569314523,7955924356
1979,,,,,1428995717,7.92E+11,95661395017,2.17E+11,,,364457459.9,4.26E+11,2.05E+11,,1142112791,2.56E+11,2068456661,2111163791,28394323598,,,5280026115,,,282360465.3,3093673179,9330735920,9.24E+11,3278092726,12385592666,,1690911970,1294493026,7.05E+11,,3.32E+11,,54693142234,3.16E+11,18579392397,11627215739,21782081843,3516149389,1.01E+11,,,11917009330,31441194812,31508035528,,,6122125447,,2.02E+12,,173562355.4,1.87E+11,14091929799,69487408405,7.01E+11,3.06E+12,4.45E+12,,1.14E+13,28360495038,43395483251,6.92E+12,,6.41E+11,,,9.12E+12,,1.16E+11,1890420350,1.46E+12,,,8631374495,1.24E+12,17652002653,9689662533,,,523640829.1,454575009.5,,1.83E+11,295539770.7,1270261117,17568676313,,1543196921,2.12E+13,49327605911,5813237132,1.89E+11,,6438078849,,5.80E+12,6.32E+12,5.18E+11,2.57E+11,1.65E+11,2.58E+11,,2.77E+11,,58074768667,2.56E+11,36619346783,5926926996,68160563312,1.34E+12,8446175295,6081683529,2.94E+12,,13836537077,,,154907278.4,211301726.5,1.43E+11,,2.19E+12,,,,,436503415.5,2.35E+12,,,,12917305250,1.19E+12,6.08E+12,753567367.2,3.27E+12,,15396909622,,,,26258134655,2843381846,,6147221702,,1.11E+12,4.97E+11,,5.95E+12,,3315360390,2716055681,6534543031,5.25E+11,,,,,1695256049,2496637078,2499250880,42601668038,7.22E+12,,,3169184305,1.45E+11,5151717100,4.23E+11,1.90E+11,4318249197,,68695030261,2.11E+13,10785850715,,39351095755,7748291992,61081793296,76056304499,,5808033250,,3.69E+11,46432733506,,1.16E+11,8979055062,,,2.03E+13,,,,,1954903590,3.65E+11,3.37E+11,15272626059,6454831715,29669038812,,1566345045,13307091123,,,,5.54E+11,,5.54E+11,,,2701981359,,,2.54E+11,859819974.5,,404371210,,,1971566321,7.00E+11,,1654701052,63242022392,,,2.25E+12,,5.21E+11,,3.65E+11,5.54E+11,8200257716,12028519491,2.25E+11,,,,,4.78E+12,20259453766,6.51E+12,,227739486.6,2.27E+11,,,,270194371.4,2.73E+13,,,,1.80E+11,7340423673,8218233998
1980,,,26521449164,5323413386,1460558340,8.64E+11,1.19E+11,2.21E+11,,,394202403.3,4.39E+11,2.08E+11,,1153431765,2.67E+11,2208734507,2127987209,28626913391,28567896237,7624228989,5622978697,,,320300342.4,3339432263,9202739206,1.01E+12,3421445845,11519009534,158707544.2,1893599921,1236517358,7.20E+11,,3.47E+11,,59061276084,3.41E+11,16543518825,11398707037,22260179573,4136278785,1.06E+11,431549613,193155976.6,12006612775,32188967658,29980071319,,,6474346304,,2.05E+12,,196790521.7,1.86E+11,15214878835,70036780701,7.55E+11,3.12E+12,4.61E+12,,1.16E+13,29412295888,47739947867,7.07E+12,,6.55E+11,,,9.25E+12,,1.22E+11,1860108274,1.48E+12,,,8851728062,1.22E+12,18459805297,9735368278,,,556473525.9,382058242.4,164823625.3,1.85E+11,293959271.2,1380469051,18229254706,,1569954254,2.15E+13,54313686069,5848079005,1.89E+11,,6912867072,,6.04E+12,6.58E+12,5.34E+11,2.71E+11,1.82E+11,2.58E+11,,2.96E+11,,59863081995,1.85E+11,45683999963,6267602060,69299145757,1.38E+12,7963547388,7237917978,3.02E+12,,14610272938,,,129335599.5,229136652.8,1.41E+11,,2.33E+12,,,,,426810734.5,2.49E+12,2.12E+11,,,13672454340,1.26E+12,6.32E+12,732883606.6,3.54E+12,,15526379606,,,,27214499196,2891305837,,6196754220,,1.10E+12,5.43E+11,,6.18E+12,,3171943208,2907529763,7053290218,4.62E+11,,,,2766035611,1752406695,2245443968,2509416493,45772010380,7.22E+12,4464968633,,3098434018,1.51E+11,5389300500,4.28E+11,1.98E+11,4218091976,,69577174513,2.14E+13,11436824707,,43371087233,8762115842,64712089139,79972376152,,5674248038,,3.87E+11,48403090442,,1.21E+11,10030695095,,,2.06E+13,,,,,2129898981,3.89E+11,3.56E+11,15505428248,6241134975,32669581794,,1642211027,11740671156,,,,5.76E+11,,5.77E+11,,,2464207000,,,2.58E+11,966859411.8,,387191407.8,,,1852332481,7.53E+11,,1895906098,66513874353,,,2.39E+12,,4.59E+11,,3.89E+11,5.77E+11,9052330926,12920884030,2.19E+11,,,,,4.94E+12,21443294870,6.50E+12,,233303622.8,2.17E+11,,,,239392735.4,2.78E+13,,,,1.92E+11,7563251214,9403359546
1981,,,25354505078,5629277305,1458623473,8.90E+11,1.24E+11,2.09E+11,,,409240894.5,4.54E+11,2.08E+11,,1293726849,2.66E+11,2428597046,2218539521,30697768187,29967769392,7218871809,5104179905,,,323931814.2,3418942555,9228103798,9.63E+11,3356446874,9235168243,180780159.4,2065252055,1217419772,7.45E+11,,3.52E+11,,62915243091,3.58E+11,17122624520,13345911940,22783410453,4865079627,1.08E+11,448228699,209480674.5,11735064556,32513887424,35882647994,,,6637305500,,2.06E+12,,218101618.7,1.85E+11,15866055486,72137881382,7.98E+11,3.23E+12,4.82E+12,,1.17E+13,31063168090,51248143667,7.10E+12,,6.54E+11,,8227603582,9.28E+12,,1.24E+11,1977852952,1.50E+12,,,9302752754,1.21E+12,19432161448,9394331810,,,574958986.7,451468781.1,174332993.4,1.82E+11,298469157.6,1389653029,18347172210,,1593443374,2.19E+13,59343593416,5776613431,1.96E+11,,6715663042,,6.15E+12,6.68E+12,5.27E+11,2.58E+11,1.96E+11,2.67E+11,,3.13E+11,,61853658594,1.76E+11,45351087833,6534915733,72999669522,1.39E+12,8173741080,7578644058,3.15E+12,,15161598045,,,125060042.5,232680194.9,1.51E+11,,2.33E+12,,,,,453743572.5,2.50E+12,2.18E+11,,,14451719262,1.29E+12,6.42E+12,737974495.6,3.53E+12,,15440837003,,,,26740032111,2917974616,,5595744142,,1.11E+12,5.90E+11,72197643.36,6.28E+12,,3219801624,3003820231,7501580035,4.58E+11,,2497286677,,2904337473,1812869780,2377528906,2376665369,48949551035,7.41E+12,4508343548,,3117300855,1.31E+11,5678344325,4.25E+11,2.01E+11,4569964118,,72816657751,2.18E+13,13386469181,,46806408511,9568827152,68304931387,82710045855,,5658653527,,3.71E+11,48958732376,,1.23E+11,10950555861,,3704860281,2.10E+13,,,,,2245684539,4.13E+11,3.63E+11,16658654344,6557530339,36203166472,,1689530164,10513661049,,,,5.74E+11,,5.74E+11,,,2639165697,,,2.59E+11,1108421563,,355382941,,,1871650792,7.97E+11,,1833053283,70442760955,,,2.40E+12,,4.55E+11,206029896.2,4.13E+11,5.74E+11,9466674992,13633350985,2.30E+11,,,,,5.01E+12,21777715883,6.66E+12,,244068250.4,2.16E+11,,,,249446399.8,2.84E+13,,,,2.02E+11,8029749328,10581170280
1982,,,25354505078,5795261995,1476804647,8.09E+11,1.16E+11,2.08E+11,,,408897082,4.69E+11,2.12E+11,,1280096145,2.68E+11,2482877801,2430680632,31352959199,30667386625,6673398138,5446103698,,,323582905.9,3238237346,8864632688,9.69E+11,3191949478,9600571984,186951888.2,2316500951,1311353248,7.21E+11,,3.48E+11,,55985566287,3.90E+11,17157010577,14349017721,22679135884,6013126520,1.09E+11,476840557.8,215398566.5,10880098349,32941383750,39082746854,,,7036984722,,2.05E+12,,227104163.2,1.92E+11,16135573540,76754708759,8.47E+11,3.24E+12,5.01E+12,,1.18E+13,31254158536,56325384963,7.16E+12,,6.63E+11,,8302969571,9.37E+12,,1.28E+11,1859607286,1.54E+12,,,9014598090,1.23E+12,19821103649,8743901117,,,570562950.1,470430840.8,178171241,1.80E+11,310778806.6,1328235079,17699500700,,1383266050,2.19E+13,61094152461,5656768291,1.98E+11,,6476333921,,6.32E+12,6.84E+12,5.25E+11,2.54E+11,2.00E+11,2.69E+11,,3.24E+11,,63266067412,2.23E+11,46908434203,6675714822,74519887617,1.40E+12,8342874716,8138328785,3.25E+12,,15390004223,,,133611156.5,233958018.5,1.64E+11,,2.33E+12,,,,,463210215.7,2.49E+12,2.21E+11,,,15050236594,1.32E+12,6.59E+12,770867523.6,3.59E+12,,15615518626,,4132227737,,29135236266,2988951124,,5494450309,,1.09E+12,5.86E+11,75685676.39,6.45E+12,,2982230717,3072441071,7921959310,5.30E+11,,2705613731,,2703938204,1770450003,2508223475,2436164089,51858697478,7.27E+12,4490396250,,3167897833,1.22E+11,5631988484,4.20E+11,2.02E+11,4742680183,,73493686778,2.19E+13,14935261899,,49866371289,10080611704,68152800291,85703593378,,5678625421,,3.67E+11,48196619594,,1.25E+11,10797508952,,3606630100,2.11E+13,,,,,2286350437,4.29E+11,2.87E+11,17651287989,7071841681,38774275624,,1770319366,9850691292,,,,5.67E+11,,5.68E+11,,,2528320737,,,2.63E+11,1121418558,,351410919.6,,,1971720642,8.45E+11,,1767385935,74213103191,,,2.39E+12,,5.27E+11,215798320.4,4.29E+11,5.68E+11,9826344085,13566038005,2.38E+11,,,4040725727,,5.15E+12,19652674360,6.54E+12,,254993794.2,2.11E+11,,,,276137456.4,2.85E+13,358029251.4,,,2.01E+11,7803889934,10859909746
1983,,,26419394653,5859296062,1502945837,7.54E+11,1.10E+11,2.17E+11,,,430830388,4.59E+11,2.19E+11,,1327655903,2.69E+11,2374926675,2439090416,32569782093,31719371802,7098919149,5642002873,,,316647941.9,3303291222,8506313733,9.36E+11,3207949224,9648715585,208097480.9,2621045055,1204785948,7.40E+11,,3.50E+11,,53176534993,4.33E+11,16487845912,15334340456,22999298082,6365132712,1.11E+11,499830957.4,235906125,11191594771,32171244338,41197698258,,,7429801995,,2.08E+12,,232909667.9,1.97E+11,16882319227,80899465353,9.09E+11,3.24E+12,5.21E+12,,1.20E+13,31148873036,59194829227,7.25E+12,,6.74E+11,,8986719590,9.54E+12,,1.32E+11,1785964550,1.56E+12,,,9520158447,1.28E+12,20673785099,8344852422,,,632658615.5,454444248.6,187087619.7,1.78E+11,322068079.4,1374155043,17244253357,,1289309271,2.25E+13,64745715803,5708001295,1.99E+11,,6535150785,,6.39E+12,6.91E+12,5.17E+11,2.46E+11,2.09E+11,2.72E+11,,3.48E+11,,63111507681,2.43E+11,40775947875,6532109401,77023086313,1.42E+12,8502146735,8300313697,3.37E+12,,15591467110,,,132542267.2,236733432.3,1.85E+11,,2.27E+12,,,,,486210381.5,2.43E+12,2.25E+11,,,15774753624,1.36E+12,6.67E+12,786178227.2,3.61E+12,,16082278579,,4546442280,,29539216589,3024668293,,5544016092,,1.06E+12,5.66E+11,87423013.82,6.52E+12,,3036533374,3053625746,8269819885,5.55E+11,,2863460263,,2279419851,1836582366,2517849920,2526757943,55101022942,7.58E+12,4408516103,,3017392806,1.09E+11,5891804032,4.28E+11,2.10E+11,4601471346,,76059113765,2.25E+13,17424472822,,53246502599,9627854704,61059398363,87310207053,,5861656779,,3.48E+11,47067866989,,1.25E+11,10468982013,,3583209178,2.17E+13,,,,,2423082194,4.58E+11,2.41E+11,18015346103,6695167620,42091347330,,1733093062,10001900757,,,,5.53E+11,,5.53E+11,,,2429716229,,,2.68E+11,1134901989,,345404444.2,,,2280861157,9.07E+11,,1671699523,78357313132,,,2.32E+12,,5.52E+11,220076312.2,4.58E+11,5.53E+11,8814198367,14201188696,2.50E+11,,,4272847548,,5.18E+12,17633480144,6.84E+12,,260521748.7,2.03E+11,,,,314335812.9,2.92E+13,359572486.2,,,1.98E+11,7650411665,11032072488
